City,Area,Avg_Price_per_sqft,Avg_Rent,Safety_Score,Pollution_Index,Hospital_Distance_km,School_Distance_km,Metro_Distance_km,Grocery_Distance_km,Internet_Speed_Mbps,Power_Backup,Water_Availability_Score,Lifestyle_Score,Green_Space_Score,Pollution_Index_Adjusted,Safety_Score_Adjusted,Price_Score,Pollution_Score,Hospital_Score,School_Score,Metro_Score,Grocery_Score,Location_Score
Pune,Hadapsar,5597,35571,7.3,145,2.25,1.16,1.7,0.66,79,1,8.0,7.2,8.0,160,7.8999999999999995,16403,90,2.75,3.84,3.3,4.34,3304.0095000000006
Hyderabad,Kukatpally,5547,33579,9.0,217,1.46,2.3,1.18,0.43,64,1,6.8,6.7,7.9,227,9.1,16453,23,3.54,2.7,3.8200000000000003,4.57,3303.8695000000002
Chennai,T Nagar,5636,35158,7.2,103,2.78,3.42,1.04,0.53,70,1,9.0,7.4,7.7,108,7.5,16364,142,2.22,1.58,3.96,4.47,3303.8345000000004
Pune,Viman Nagar,5576,38836,9.0,175,3.46,1.3,2.78,0.39,104,1,7.9,6.7,6.7,190,9.6,16424,60,1.54,3.7,2.22,4.61,3303.3355
Mumbai,Borivali West,5654,45423,8.8,85,1.45,1.73,1.78,0.82,117,1,7.7,8.7,6.5,90,9.0,16346,160,3.55,3.27,3.2199999999999998,4.18,3303.308
Chennai,OMR,5638,44955,8.6,102,2.49,2.68,2.69,0.89,80,1,8.5,6.2,7.4,107,8.9,16362,143,2.51,2.32,2.31,4.11,3303.2875000000004
Delhi NCR,Noida Sec 18,5558,46197,5.7,193,2.78,2.85,1.99,0.76,81,1,8.0,8.4,7.8,213,5.3,16442,37,2.22,2.15,3.01,4.24,3303.068
Pune,Kharadi,5591,63948,7.9,156,2.55,1.07,2.63,0.83,71,1,7.8,7.7,5.7,171,8.5,16409,79,2.45,3.9299999999999997,2.37,4.17,3303.0130000000004
Pune,Baner,5551,34704,6.5,213,2.49,1.34,0.82,0.36,69,1,7.3,6.8,9.3,228,7.1,16449,22,2.51,3.66,4.18,4.64,3302.9735
Delhi NCR,Gurgaon DLF Phase 3,5606,51962,8.0,132,1.67,3.14,0.55,0.26,101,1,7.1,7.3,7.2,152,7.6,16394,98,3.33,1.8599999999999999,4.45,4.74,3302.9570000000003
Delhi NCR,South Delhi,5608,21252,9.3,126,2.12,3.48,2.98,0.36,107,1,6.8,6.1,6.0,146,8.9,16392,104,2.88,1.52,2.02,4.64,3302.609
Hyderabad,Begumpet,5637,52824,8.4,105,2.53,3.11,1.63,0.51,114,1,6.2,6.7,9.0,115,8.5,16363,135,2.47,1.8900000000000001,3.37,4.49,3302.2830000000004
Bengaluru,Indiranagar,5654,35618,6.2,85,1.76,2.23,2.86,0.84,82,1,7.8,8.4,7.7,93,6.7,16346,157,3.24,2.77,2.14,4.16,3302.2465
Chennai,Perungudi,5569,58708,6.5,207,1.77,2.63,0.32,0.86,116,1,8.6,9.0,7.5,212,6.8,16431,38,3.23,2.37,4.68,4.14,3302.0380000000005
Hyderabad,Secunderabad,5668,43077,8.7,69,2.17,3.47,2.49,0.44,96,1,9.1,8.8,5.6,79,8.799999999999999,16332,171,2.83,1.5299999999999998,2.51,4.56,3301.8395
Delhi NCR,Dwarka Sec 12,5612,29982,8.8,139,1.04,3.37,1.07,0.83,108,1,9.4,8.2,7.9,159,8.4,16388,91,3.96,1.63,3.9299999999999997,4.17,3301.7785000000003
Chennai,Tambaram,5675,37322,7.9,70,1.56,1.61,2.95,0.7,113,1,9.2,8.5,8.1,75,8.200000000000001,16325,175,3.44,3.3899999999999997,2.05,4.3,3301.727
Chennai,OMR,5590,27019,9.4,186,1.22,1.44,2.58,1.14,85,1,7.2,8.2,9.3,191,9.700000000000001,16410,59,3.7800000000000002,3.56,2.42,3.8600000000000003,3301.4930000000004
Pune,Nigdi,5661,42575,8.8,74,2.19,2.38,1.17,0.31,76,1,7.3,6.5,6.0,89,9.4,16339,161,2.81,2.62,3.83,4.69,3301.3425
Delhi NCR,South Delhi,5581,52551,8.0,175,3.27,1.1,0.56,1.06,96,1,7.0,6.9,7.2,195,7.6,16419,55,1.73,3.9,4.4399999999999995,3.94,3301.3265000000006
Bengaluru,Rajajinagar,5568,57029,5.6,203,2.41,2.4,1.58,1.08,105,1,7.8,7.3,7.1,211,6.1,16432,39,2.59,2.6,3.42,3.92,3301.2045000000003
Delhi NCR,Greater Noida,5636,37440,8.5,109,1.2,3.18,2.29,0.98,71,1,7.5,9.2,8.5,129,8.1,16364,121,3.8,1.8199999999999998,2.71,4.02,3301.1275000000005
Bengaluru,HSR Layout,5588,50437,5.6,177,2.19,2.05,2.11,0.49,67,1,6.8,7.6,7.3,185,6.1,16412,65,2.81,2.95,2.89,4.51,3301.0740000000005
Pune,Baner,5571,25386,6.1,200,1.61,3.19,2.31,1.1,114,1,9.3,8.8,8.0,215,6.699999999999999,16429,35,3.3899999999999997,1.81,2.69,3.9,3301.0185000000006
Delhi NCR,Ghaziabad,5630,28465,6.7,118,1.7,2.28,1.17,0.48,86,1,8.2,9.2,8.2,138,6.3,16370,112,3.3,2.72,3.83,4.52,3300.9305
Chennai,Velachery,5669,35628,6.8,71,3.39,1.46,0.74,0.79,96,1,6.3,7.0,5.8,76,7.1,16331,174,1.6099999999999999,3.54,4.26,4.21,3300.8930000000005
Chennai,Tambaram,5622,18463,7.3,147,2.96,2.72,1.05,0.44,65,1,7.9,9.0,9.4,152,7.6,16378,98,2.04,2.28,3.95,4.56,3300.6995
Hyderabad,Jubilee Hills,5557,49436,9.0,217,2.79,3.38,1.79,0.76,72,1,6.4,6.0,5.6,227,9.1,16443,23,2.21,1.62,3.21,4.24,3300.5170000000003
Hyderabad,Gachibowli,5631,30680,6.1,128,1.57,3.1,0.58,0.56,95,1,8.0,7.1,9.4,138,6.199999999999999,16369,112,3.4299999999999997,1.9,4.42,4.4399999999999995,3300.4035
Chennai,Porur,5658,18956,8.9,96,1.86,1.93,2.97,0.24,108,1,7.8,8.1,5.6,101,9.200000000000001,16342,149,3.1399999999999997,3.0700000000000003,2.03,4.76,3300.375
Bengaluru,Whitefield,5595,26425,5.7,179,2.31,1.52,0.79,0.26,86,1,8.8,6.8,8.5,187,6.2,16405,63,2.69,3.48,4.21,4.74,3300.293
Pune,Hadapsar,5678,35421,8.8,62,2.36,2.5,1.52,0.67,105,1,7.3,6.6,8.7,77,9.4,16322,173,2.64,2.5,3.48,4.33,3300.2925000000005
Hyderabad,Kukatpally,5608,24034,9.1,157,2.65,2.99,2.5,0.8,61,1,6.5,8.8,6.4,167,9.2,16392,83,2.35,2.01,2.5,4.2,3300.2340000000004
Bengaluru,Rajajinagar,5670,55066,7.9,83,3.35,2.15,2.8,0.44,117,1,8.8,9.2,8.2,91,8.4,16330,159,1.65,2.85,2.2,4.56,3300.189
Pune,Pimple Saudagar,5626,29997,8.9,134,3.42,2.65,2.15,1.05,74,1,9.2,8.9,6.4,149,9.5,16374,101,1.58,2.35,2.85,3.95,3300.0595000000003
Delhi NCR,Dwarka Sec 12,5558,46544,6.7,211,2.48,3.14,1.46,0.52,64,1,6.1,7.5,7.7,231,6.3,16442,19,2.52,1.8599999999999999,3.54,4.48,3300.01
Pune,Baner,5675,42650,7.9,67,2.44,1.88,0.58,1.0,64,1,9.4,6.3,6.3,82,8.5,16325,168,2.56,3.12,4.42,4.0,3299.9399999999996
Chennai,Velachery,5593,27114,6.6,185,2.55,2.28,2.95,0.64,72,1,8.2,7.0,8.9,190,6.8999999999999995,16407,60,2.45,2.72,2.05,4.36,3299.887
Delhi NCR,Faridabad,5574,41810,6.5,196,3.46,3.38,0.86,1.2,108,1,8.9,9.4,7.1,216,6.1,16426,34,1.54,1.62,4.14,3.8,3299.84
Pune,Wakad,5597,42444,7.2,173,2.2,2.74,0.42,1.01,61,1,7.3,8.7,7.7,188,7.8,16403,62,2.8,2.26,4.58,3.99,3299.8195000000005
Mumbai,Goregaon East,5652,46873,8.4,110,3.28,2.79,2.01,0.34,113,1,8.7,9.1,6.4,115,8.6,16348,135,1.7200000000000002,2.21,2.99,4.66,3299.7870000000007
Pune,Aundh,5627,21900,9.0,136,1.36,1.35,1.63,0.79,79,1,6.9,6.8,9.1,151,9.6,16373,99,3.6399999999999997,3.65,3.37,4.21,3299.7805000000003
Delhi NCR,Rohini Sec 15,5639,52333,9.1,109,3.4,3.36,1.77,0.96,99,1,8.9,6.0,7.6,129,8.7,16361,121,1.6,1.6400000000000001,3.23,4.04,3299.7265
Pune,Viman Nagar,5569,63773,7.2,213,2.1,2.46,1.45,0.93,108,1,9.4,7.4,7.1,228,7.8,16431,22,2.9,2.54,3.55,4.07,3299.384
Delhi NCR,Gurgaon DLF Phase 3,5564,55696,8.6,217,2.99,2.49,1.15,0.76,82,1,7.0,9.5,8.0,237,8.2,16436,13,2.01,2.51,3.85,4.24,3299.2165000000005
Bengaluru,HSR Layout,5586,43266,6.5,200,2.99,1.16,2.64,0.48,107,1,9.2,9.3,7.1,208,7.0,16414,42,2.01,3.84,2.36,4.52,3299.1595000000007
Bengaluru,Marathahalli,5577,59537,8.5,211,3.14,3.17,2.3,0.25,86,1,7.4,6.8,9.5,219,9.0,16423,31,1.8599999999999999,1.83,2.7,4.75,3299.0960000000005
Mumbai,Bandra East,5578,59969,7.3,216,3.11,2.89,0.88,0.71,109,1,8.4,9.2,6.5,221,7.5,16422,29,1.8900000000000001,2.11,4.12,4.29,3298.5115
Mumbai,Borivali West,5666,59219,6.4,98,2.49,2.1,2.77,0.92,104,1,7.8,8.9,7.7,103,6.6000000000000005,16334,147,2.51,2.9,2.23,4.08,3298.3579999999997
Pune,Kharadi,5600,45873,7.3,174,2.82,1.81,0.96,0.4,110,1,7.0,6.7,6.3,189,7.8999999999999995,16400,61,2.18,3.19,4.04,4.6,3298.2265
Pune,Wakad,5638,57959,6.7,126,2.79,2.45,2.73,0.92,81,1,9.2,8.9,5.5,141,7.3,16362,109,2.21,2.55,2.27,4.08,3298.1415
Chennai,Tambaram,5628,24458,8.3,150,3.12,1.99,1.55,0.7,63,1,7.8,8.1,5.8,155,8.600000000000001,16372,95,1.88,3.01,3.45,4.3,3298.1210000000005
Chennai,Perungudi,5692,37858,7.9,64,1.69,2.2,1.59,0.88,108,1,7.8,6.5,6.1,69,8.200000000000001,16308,181,3.31,2.8,3.41,4.12,3297.946
Chennai,Anna Nagar,5589,29700,7.1,205,1.8,2.0,2.15,0.48,117,1,6.1,7.0,9.2,210,7.3999999999999995,16411,40,3.2,3.0,2.85,4.52,3297.6605
Bengaluru,Indiranagar,5596,45044,9.2,198,1.92,1.47,1.47,0.32,80,1,6.9,9.4,6.1,206,9.7,16404,44,3.08,3.5300000000000002,3.5300000000000002,4.68,3297.648
Chennai,Tambaram,5672,38581,9.2,105,2.84,1.34,1.06,0.65,82,1,9.5,7.1,9.4,110,9.5,16328,140,2.16,3.66,3.94,4.35,3297.5915000000005
Mumbai,Bandra East,5645,55778,8.0,128,1.42,2.84,2.63,0.42,76,1,6.6,7.1,6.4,133,8.2,16355,117,3.58,2.16,2.37,4.58,3297.5285
Bengaluru,Rajajinagar,5671,23902,7.9,101,1.83,1.38,2.28,0.38,106,1,8.9,9.4,6.9,109,8.4,16329,141,3.17,3.62,2.72,4.62,3297.4695
Bengaluru,Electronic City,5644,23892,8.6,132,3.31,1.57,2.61,0.61,117,1,6.4,8.4,7.8,140,9.1,16356,110,1.69,3.4299999999999997,2.39,4.39,3297.4100000000003
Hyderabad,Begumpet,5688,37206,9.3,80,1.82,2.52,1.42,1.07,106,1,8.0,9.4,8.8,90,9.4,16312,160,3.1799999999999997,2.48,3.58,3.9299999999999997,3297.2755
Chennai,Tambaram,5609,43562,9.1,185,1.92,2.34,1.09,0.77,113,1,6.0,6.6,9.4,190,9.4,16391,60,3.08,2.66,3.91,4.23,3297.132
Pune,Hadapsar,5658,63385,6.6,103,1.22,1.64,2.58,0.58,107,1,6.4,8.0,5.7,118,7.199999999999999,16342,132,3.7800000000000002,3.3600000000000003,2.42,4.42,3297.1220000000003
Chennai,Sholinganallur,5594,18683,9.2,207,2.97,2.94,2.31,0.92,92,1,7.7,6.8,9.5,212,9.5,16406,38,2.03,2.06,2.69,4.08,3296.904
Mumbai,Andheri East,5693,59596,6.3,78,1.42,1.15,2.01,0.8,63,1,8.3,8.6,9.5,83,6.5,16307,167,3.58,3.85,2.99,4.2,3296.8680000000004
Delhi NCR,Noida Sec 62,5575,24758,8.3,211,2.61,3.25,1.3,0.21,93,1,6.4,7.8,5.9,231,7.9,16425,19,2.39,1.75,3.7,4.79,3296.7445
Bengaluru,JP Nagar,5597,34000,7.5,211,1.15,2.05,0.7,0.85,109,1,9.0,9.5,8.8,219,8.0,16403,31,3.85,2.95,4.3,4.15,3296.3625
Chennai,T Nagar,5657,27748,9.1,129,3.25,2.84,0.47,0.62,109,1,7.3,9.2,7.5,134,9.4,16343,116,1.75,2.16,4.53,4.38,3296.273
Pune,Hadapsar,5693,42839,8.1,68,1.15,1.28,1.47,0.58,99,1,6.6,7.9,6.4,83,8.7,16307,167,3.85,3.7199999999999998,3.5300000000000002,4.42,3296.178
Bengaluru,Indiranagar,5624,55030,8.8,176,1.57,1.21,1.09,1.09,96,1,9.0,7.6,9.0,184,9.3,16376,66,3.4299999999999997,3.79,3.91,3.91,3296.081
Delhi NCR,South Delhi,5623,32216,7.0,154,3.0,3.03,1.59,1.06,92,1,8.3,6.8,6.2,174,6.6,16377,76,2.0,1.9700000000000002,3.41,3.94,3295.473
Chennai,Tambaram,5641,20518,8.2,154,2.04,2.86,1.16,0.74,78,1,9.2,7.5,6.3,159,8.5,16359,91,2.96,2.14,3.84,4.26,3295.3050000000003
Pune,Nigdi,5599,59771,8.0,201,1.81,3.0,1.94,0.52,113,1,8.2,6.6,7.7,216,8.6,16401,34,3.19,2.0,3.06,4.48,3294.9845000000005
Chennai,OMR,5603,63960,7.9,208,2.71,2.68,2.61,0.85,88,1,8.8,9.0,6.8,213,8.200000000000001,16397,37,2.29,2.32,2.39,4.15,3294.8225
Pune,Nigdi,5702,55292,5.6,64,1.27,2.06,2.03,0.95,94,1,7.5,8.0,8.0,79,6.199999999999999,16298,171,3.73,2.94,2.97,4.05,3294.7285
Pune,Kothrud,5685,63952,7.2,86,2.28,1.96,2.58,0.5,93,1,6.8,6.7,8.3,101,7.8,16315,149,2.72,3.04,2.42,4.5,3294.652
Pune,Baner,5595,55259,8.6,210,1.41,1.82,2.44,0.63,86,1,6.8,7.5,7.5,225,9.2,16405,25,3.59,3.1799999999999997,2.56,4.37,3294.555
Hyderabad,Kondapur,5635,50110,6.8,165,1.09,2.33,2.09,0.61,97,1,6.4,9.3,9.3,175,6.8999999999999995,16365,75,3.91,2.67,2.91,4.39,3294.307
Mumbai,Navi Mumbai Vashi,5605,47370,7.7,207,1.48,3.04,2.08,0.83,103,1,8.0,8.8,6.0,212,7.9,16395,38,3.52,1.96,2.92,4.17,3294.2605
Hyderabad,Manikonda,5677,48856,8.2,111,2.39,3.2,0.75,0.71,96,1,7.9,9.0,8.2,121,8.299999999999999,16323,129,2.61,1.7999999999999998,4.25,4.29,3294.2425000000007
Bengaluru,Yelahanka,5642,47896,7.4,167,2.25,1.13,0.39,0.75,111,1,9.2,9.5,8.7,175,7.9,16358,75,2.75,3.87,4.61,4.25,3293.9970000000003
Bengaluru,Indiranagar,5658,44255,6.9,140,2.03,1.25,1.16,1.09,80,1,9.0,8.4,7.6,148,7.4,16342,102,2.97,3.75,3.84,3.91,3293.9705000000004
Chennai,Tambaram,5676,52648,8.8,115,2.42,3.42,2.58,0.8,99,1,7.1,6.7,6.7,120,9.100000000000001,16324,130,2.58,1.58,2.42,4.2,3293.3170000000005
Chennai,Tambaram,5692,27030,6.1,101,1.46,3.03,2.13,0.61,102,1,9.4,9.0,7.8,106,6.3999999999999995,16308,144,3.54,1.9700000000000002,2.87,4.39,3293.2655000000004
Bengaluru,Whitefield,5698,60753,6.9,81,2.99,1.58,1.29,0.53,72,1,7.2,6.2,5.7,89,7.4,16302,161,2.01,3.42,3.71,4.47,3293.2165
Pune,Viman Nagar,5623,64813,5.8,185,2.02,1.45,0.62,0.42,96,1,9.4,6.5,8.5,200,6.3999999999999995,16377,50,2.98,3.55,4.38,4.58,3292.9235
Mumbai,Thane West,5719,43851,8.1,66,2.1,2.12,1.38,1.03,73,1,6.7,8.3,6.9,71,8.299999999999999,16281,179,2.9,2.88,3.62,3.9699999999999998,3292.6055000000006
Mumbai,Thane West,5719,27352,7.4,66,2.63,2.74,1.5,0.42,78,1,6.0,8.7,8.0,71,7.6000000000000005,16281,179,2.37,2.26,3.5,4.58,3292.5315000000005
Chennai,Porur,5660,43524,6.2,142,2.8,2.9,0.41,0.53,65,1,6.2,8.3,7.1,147,6.5,16340,103,2.2,2.1,4.59,4.47,3292.479
Mumbai,Andheri East,5727,36721,8.4,60,3.06,1.29,2.56,0.84,60,1,7.3,7.7,9.4,65,8.6,16273,185,1.94,3.71,2.44,4.16,3292.4375000000005
Delhi NCR,Greater Noida,5716,57643,7.0,62,1.91,1.03,2.92,0.91,99,1,9.3,9.0,7.4,82,6.6,16284,168,3.09,3.9699999999999998,2.08,4.09,3292.0595000000003
Mumbai,Andheri West,5712,33102,7.0,78,2.82,1.2,1.95,0.54,74,1,6.4,8.6,7.2,83,7.2,16288,167,2.18,3.8,3.05,4.46,3292.0235000000002
Hyderabad,Miyapur,5693,19900,5.9,99,1.93,2.68,2.84,1.0,75,1,6.7,7.6,9.3,109,6.0,16307,141,3.0700000000000003,2.32,2.16,4.0,3291.6825000000003
Chennai,Porur,5626,60223,7.3,199,1.62,1.24,1.28,0.48,106,1,8.7,6.2,8.0,204,7.6,16374,46,3.38,3.76,3.7199999999999998,4.52,3291.632
Hyderabad,Kondapur,5696,32694,8.4,103,3.47,2.7,0.51,0.49,111,1,7.0,8.4,9.2,113,8.5,16304,137,1.5299999999999998,2.3,4.49,4.51,3291.5495000000005
Mumbai,Andheri East,5706,28463,6.5,91,2.5,2.32,0.87,0.95,63,1,9.2,8.5,5.9,96,6.7,16294,154,2.5,2.68,4.13,4.05,3291.4790000000003
Chennai,T Nagar,5715,22776,8.3,86,1.71,3.15,1.44,0.54,112,1,8.4,7.9,9.4,91,8.600000000000001,16285,159,3.29,1.85,3.56,4.46,3291.3990000000003
Chennai,OMR,5659,20129,8.4,161,1.14,2.11,0.98,0.33,103,1,7.3,9.2,7.8,166,8.700000000000001,16341,84,3.8600000000000003,2.89,4.02,4.67,3291.366
Bengaluru,HSR Layout,5727,24414,8.8,61,2.56,2.55,2.36,0.34,90,1,6.0,7.0,7.9,69,9.3,16273,181,2.44,2.45,2.64,4.66,3291.1285000000003
Mumbai,Malad West,5676,37572,5.9,131,1.46,3.23,2.05,0.34,61,1,6.6,9.0,7.3,136,6.1000000000000005,16324,114,3.54,1.77,2.95,4.66,3291.088
Mumbai,Thane West,5695,34724,9.3,112,2.7,2.61,0.68,0.61,104,1,8.5,6.8,6.0,117,9.5,16305,133,2.3,2.39,4.32,4.39,3290.66
Mumbai,Navi Mumbai Vashi,5662,30726,9.3,161,2.6,2.4,0.98,0.48,116,1,8.0,8.5,6.6,166,9.5,16338,84,2.4,2.6,4.02,4.52,3290.3810000000003
Chennai,T Nagar,5651,60562,5.6,177,3.43,3.46,0.59,0.75,107,1,8.3,9.0,9.3,182,5.8999999999999995,16349,68,1.5699999999999998,1.54,4.41,4.25,3289.8905000000004
Delhi NCR,Greater Noida,5695,33131,6.4,103,1.07,3.33,1.71,0.24,83,1,9.2,6.6,9.0,123,6.0,16305,127,3.9299999999999997,1.67,3.29,4.76,3289.7975
Bengaluru,Marathahalli,5709,21698,8.6,100,1.11,1.68,2.39,0.86,102,1,9.2,7.1,7.0,108,9.1,16291,142,3.8899999999999997,3.3200000000000003,2.61,4.14,3289.694
Mumbai,Kandivali West,5699,39335,7.2,111,2.41,2.42,1.94,0.35,66,1,7.4,8.6,6.4,116,7.4,16301,134,2.59,2.58,3.06,4.65,3289.682
Hyderabad,Banjara Hills,5640,55650,5.9,184,2.54,2.31,2.11,1.13,87,1,7.9,7.1,7.9,194,6.0,16360,56,2.46,2.69,2.89,3.87,3289.4115
Hyderabad,HITEC City,5640,63844,7.8,188,2.44,3.0,1.06,0.77,62,1,7.1,7.8,7.4,198,7.8999999999999995,16360,52,2.56,2.0,3.94,4.23,3289.2595
Delhi NCR,South Delhi,5632,31832,6.7,200,2.88,1.51,0.38,0.69,76,1,8.3,9.0,8.0,220,6.3,16368,30,2.12,3.49,4.62,4.3100000000000005,3288.181
Chennai,OMR,5741,31028,8.5,76,1.85,1.89,1.14,1.15,110,1,9.4,7.8,9.3,81,8.8,16259,169,3.15,3.1100000000000003,3.8600000000000003,3.85,3288.0705000000003
Delhi NCR,Gurgaon DLF Phase 3,5685,25950,6.4,128,2.83,1.57,1.43,0.46,105,1,7.4,8.5,7.9,148,6.0,16315,102,2.17,3.4299999999999997,3.5700000000000003,4.54,3287.8065
Hyderabad,Gachibowli,5642,39320,9.3,204,2.09,2.39,0.33,0.74,107,1,7.8,7.5,8.9,214,9.4,16358,36,2.91,2.61,4.67,4.26,3287.5675000000006
Delhi NCR,Greater Noida,5680,31406,8.7,135,3.48,1.38,1.77,0.22,118,1,6.0,6.2,7.7,155,8.299999999999999,16320,95,1.52,3.62,3.23,4.78,3287.2724999999996
Bengaluru,Marathahalli,5678,43025,7.1,159,2.28,2.49,1.43,0.59,87,1,6.4,9.2,9.3,167,7.6,16322,83,2.72,2.51,3.5700000000000003,4.41,3286.9565
Bengaluru,Hebbal,5644,36757,7.2,204,1.68,1.66,1.33,1.1,111,1,7.9,6.4,9.5,212,7.7,16356,38,3.3200000000000003,3.34,3.67,3.9,3286.9095
Mumbai,Goregaon East,5666,23611,8.7,181,1.36,2.98,1.71,0.53,105,1,7.6,7.3,9.1,186,8.899999999999999,16334,64,3.6399999999999997,2.02,3.29,4.47,3286.638
Bengaluru,Indiranagar,5702,18961,6.0,123,1.37,2.42,2.53,0.55,91,1,8.3,7.4,6.6,131,6.5,16298,119,3.63,2.58,2.47,4.45,3286.6195000000002
Chennai,Adyar,5668,29456,8.7,172,2.92,2.58,2.19,0.35,111,1,7.1,6.8,6.1,177,9.0,16332,73,2.08,2.42,2.81,4.65,3286.394
Bengaluru,Indiranagar,5652,62680,8.6,197,3.32,3.05,1.85,0.74,75,1,6.4,9.1,8.9,205,9.1,16348,45,1.6800000000000002,1.9500000000000002,3.15,4.26,3286.3810000000003
Pune,Kharadi,5655,42695,9.4,184,2.61,1.4,0.66,0.22,78,1,7.4,6.3,6.1,199,10.0,16345,51,2.39,3.6,4.34,4.78,3286.3665
Delhi NCR,Rohini Sec 15,5724,59302,8.8,88,2.15,1.2,1.9,1.18,74,1,7.9,7.6,6.2,108,8.4,16276,142,2.85,3.8,3.1,3.8200000000000003,3286.0605000000005
Pune,Wakad,5701,61606,9.0,129,1.24,1.91,2.63,0.55,69,1,8.8,8.5,6.3,144,9.6,16299,106,3.76,3.09,2.37,4.45,3286.0505000000003
Hyderabad,Begumpet,5688,26642,8.9,141,3.31,3.13,2.66,0.81,106,1,6.6,7.0,6.0,151,9.0,16312,99,1.69,1.87,2.34,4.1899999999999995,3285.9135
Mumbai,Goregaon East,5723,54964,6.7,105,1.78,2.9,2.43,0.89,91,1,8.3,6.5,6.6,110,6.9,16277,140,3.2199999999999998,2.1,2.57,4.11,3285.275
Bengaluru,Indiranagar,5751,61336,6.4,74,2.47,2.75,0.93,0.63,97,1,8.5,7.5,8.6,82,6.9,16249,168,2.53,2.25,4.07,4.37,3284.8580000000006
Delhi NCR,Greater Noida,5664,35555,6.1,178,2.99,1.05,0.89,0.23,74,1,6.9,9.2,8.0,198,5.699999999999999,16336,52,2.01,3.95,4.11,4.77,3284.6760000000004
Chennai,Sholinganallur,5670,20543,9.4,185,3.39,3.45,1.17,0.91,92,1,6.5,6.7,8.3,190,9.700000000000001,16330,60,1.6099999999999999,1.5499999999999998,3.83,4.09,3284.462
Mumbai,Borivali West,5746,51178,8.7,87,2.43,2.0,1.65,0.89,89,1,7.9,6.4,6.1,92,8.899999999999999,16254,158,2.57,3.0,3.35,4.11,3283.7795
Hyderabad,Jubilee Hills,5690,64631,6.5,158,2.89,2.53,0.99,0.79,85,1,9.3,8.1,5.9,168,6.6,16310,82,2.11,2.47,4.01,4.21,3283.6949999999997
Mumbai,Navi Mumbai Vashi,5656,60083,7.2,209,3.17,1.85,2.82,0.26,62,1,7.6,8.5,7.0,214,7.4,16344,36,1.83,3.15,2.18,4.74,3283.61
Hyderabad,Kondapur,5760,38328,5.7,66,2.03,1.01,2.81,0.55,72,1,8.9,9.0,6.1,76,5.8,16240,174,2.97,3.99,2.19,4.45,3283.59
Chennai,Perungudi,5701,42584,9.1,153,3.0,3.33,2.53,1.0,66,1,7.7,6.3,9.3,158,9.4,16299,92,2.0,1.67,2.47,4.0,3283.2960000000003
Bengaluru,Marathahalli,5712,54424,9.2,142,1.04,2.56,2.24,1.12,103,1,8.0,7.6,8.3,150,9.7,16288,100,3.96,2.44,2.76,3.88,3282.9560000000006
Delhi NCR,Noida Sec 62,5735,20636,8.9,102,1.43,1.61,0.38,0.73,88,1,9.2,8.5,6.9,122,8.5,16265,128,3.5700000000000003,3.3899999999999997,4.62,4.27,3282.8525
Hyderabad,Miyapur,5765,49693,7.4,69,1.91,1.5,1.47,0.62,82,1,7.8,7.1,9.3,79,7.5,16235,171,3.09,3.5,3.5300000000000002,4.38,3282.7500000000005
Bengaluru,Yelahanka,5658,55396,7.3,212,1.46,1.95,0.55,1.0,81,1,6.2,7.6,8.5,220,7.8,16342,30,3.54,3.05,4.45,4.0,3282.6809999999996
Mumbai,Bandra East,5678,26737,5.6,185,1.51,3.04,0.48,0.24,116,1,8.3,7.1,6.8,190,5.8,16322,60,3.49,1.96,4.52,4.76,3282.6095
Mumbai,Powai,5776,48245,7.7,65,1.81,2.41,1.26,1.11,107,1,8.8,9.0,8.8,70,7.9,16224,180,3.19,2.59,3.74,3.8899999999999997,3282.4365000000003
Hyderabad,Kukatpally,5676,57405,9.3,192,3.18,3.43,0.76,1.12,97,1,9.2,7.3,8.9,202,9.4,16324,48,1.8199999999999998,1.5699999999999998,4.24,3.88,3282.4265000000005
Mumbai,Andheri West,5709,51703,6.5,151,2.87,3.23,0.76,1.04,105,1,9.4,8.2,8.7,156,6.7,16291,94,2.13,1.77,4.24,3.96,3282.3650000000002
Chennai,Guindy,5661,34029,8.7,218,1.06,1.81,2.02,0.35,83,1,7.2,8.7,8.3,223,9.0,16339,27,3.94,3.19,2.98,4.65,3282.3640000000005
Bengaluru,Whitefield,5749,53295,6.9,99,1.33,2.25,1.83,0.97,61,1,9.0,8.1,8.3,107,7.4,16251,143,3.67,2.75,3.17,4.03,3281.8930000000005
Pune,Kharadi,5708,57096,8.3,144,1.54,2.71,2.62,0.44,114,1,8.8,6.0,7.8,159,8.9,16292,91,3.46,2.29,2.38,4.56,3281.8285
Hyderabad,Banjara Hills,5741,49174,8.4,106,2.71,1.28,1.08,0.51,119,1,7.6,7.9,6.5,116,8.5,16259,134,2.29,3.7199999999999998,3.92,4.49,3281.688
Bengaluru,Electronic City,5678,35915,5.7,192,1.64,1.7,2.22,1.1,70,1,7.1,7.8,8.6,200,6.2,16322,50,3.3600000000000003,3.3,2.78,3.9,3281.3260000000005
Hyderabad,Gachibowli,5762,19394,8.6,86,2.69,2.86,1.59,1.18,62,1,7.5,8.7,7.8,96,8.7,16238,154,2.31,2.14,3.41,3.8200000000000003,3280.6270000000004
