City,Area,Avg_Price_per_sqft,Avg_Rent,Safety_Score,Pollution_Index,Hospital_Distance_km,School_Distance_km,Metro_Distance_km,Grocery_Distance_km,Internet_Speed_Mbps,Power_Backup,Water_Availability_Score,Lifestyle_Score,Green_Space_Score
Delhi NCR,Dwarka Sec 12,19701,34654,9.0,188,2.02,3.03,2.56,0.53,93,1,8.7,7.2,8.8
Mumbai,Bandra East,16172,24614,5.7,175,2.06,1.09,0.65,0.97,116,1,8.1,6.2,6.9
Delhi NCR,South Delhi,16419,40918,6.3,144,1.76,1.58,0.3,0.93,87,1,7.1,8.6,8.1
Delhi NCR,Rohini Sec 15,11528,45990,7.9,89,1.81,2.78,2.51,0.38,107,1,9.2,8.8,9.4
Chennai,Porur,14001,20708,6.1,75,1.2,2.36,2.22,0.37,68,1,6.9,8.2,7.4
Delhi NCR,Dwarka Sec 12,11179,40963,8.0,182,2.9,1.26,1.69,0.71,95,1,9.4,7.6,6.1
Bengaluru,Marathahalli,8572,43582,8.3,185,1.86,1.08,0.44,0.34,65,1,7.2,9.4,8.9
Delhi NCR,Greater Noida,9787,30112,7.0,74,2.27,1.97,2.75,0.22,102,1,8.9,6.0,8.3
Chennai,Velachery,10296,63814,6.4,118,2.25,2.77,1.74,0.74,112,1,7.8,8.5,9.0
Pune,Wakad,14350,53531,6.4,102,3.16,1.39,1.14,0.49,115,1,8.9,7.8,5.8
Chennai,Guindy,14066,29889,8.8,142,2.57,1.62,0.74,0.39,71,1,7.0,7.1,6.9
Delhi NCR,Saket,8668,28808,9.0,128,1.17,2.96,1.07,0.63,78,1,8.4,6.3,6.3
Hyderabad,Gachibowli,18952,64163,8.2,138,1.29,2.95,2.42,0.8,79,1,7.0,7.0,7.2
Delhi NCR,Faridabad,11861,56556,9.4,125,3.43,1.28,1.39,0.94,85,1,8.0,6.7,7.6
Bengaluru,Electronic City,18565,40625,7.4,61,1.72,2.64,2.92,0.8,98,1,6.6,9.2,5.8
Delhi NCR,Saket,7695,47267,5.9,125,1.67,1.04,2.91,0.45,69,1,7.6,8.4,7.8
Bengaluru,Yelahanka,10678,36689,9.0,124,1.29,2.12,1.95,0.41,110,1,9.1,6.7,7.9
Mumbai,Bandra East,11624,59243,8.0,104,2.46,1.63,1.52,1.16,95,1,8.5,8.2,8.5
Chennai,Anna Nagar,16396,55705,5.5,113,1.82,3.23,0.53,1.01,106,1,6.9,7.5,8.4
Mumbai,Powai,19059,18859,8.0,180,2.68,2.75,0.85,0.85,112,1,9.1,8.6,5.6
Delhi NCR,Ghaziabad,10985,54932,5.8,93,1.16,2.15,2.28,0.81,70,1,8.1,7.3,6.8
Mumbai,Borivali West,16378,22370,7.5,122,2.36,1.5,1.97,0.94,115,1,9.5,7.0,8.6
Delhi NCR,Ghaziabad,16248,47061,8.7,98,1.67,1.92,2.72,0.87,115,1,8.8,7.4,9.0
Bengaluru,Marathahalli,7541,61427,7.6,166,3.34,1.16,2.53,0.49,70,1,8.1,6.7,7.9
Pune,Hadapsar,15827,26003,6.3,188,2.91,2.02,2.07,0.46,97,1,6.4,7.8,8.6
Hyderabad,Banjara Hills,5741,49174,8.4,106,2.71,1.28,1.08,0.51,119,1,7.6,7.9,6.5
Pune,Nigdi,19887,21927,8.7,114,1.54,3.02,2.42,0.83,108,1,7.8,9.3,9.0
Pune,Pimple Saudagar,6529,36978,6.9,177,2.99,3.21,1.23,0.66,89,1,7.5,8.1,6.1
Pune,Aundh,8200,41199,8.3,171,1.29,1.41,0.31,0.92,65,1,8.8,7.0,7.7
Chennai,OMR,10233,48954,8.4,181,1.89,1.26,0.9,0.72,87,1,7.1,6.6,6.5
Bengaluru,Marathahalli,17674,21453,9.3,131,3.47,2.04,2.34,1.07,62,1,8.4,8.5,6.2
Mumbai,Andheri West,11118,55004,9.0,152,2.33,1.29,1.94,0.32,88,1,7.5,9.4,7.5
Pune,Viman Nagar,18092,33810,6.3,108,3.38,2.94,1.95,1.06,118,1,7.7,8.0,8.0
Mumbai,Bandra East,9393,57579,8.3,115,3.09,3.05,2.58,0.69,110,1,7.0,7.9,7.5
Bengaluru,Indiranagar,9508,47100,7.4,198,1.19,1.97,2.47,1.1,107,1,6.7,6.1,7.4
Delhi NCR,Faridabad,16031,43307,7.7,108,1.19,1.94,2.47,0.63,88,1,8.0,7.1,6.4
Chennai,Guindy,19894,45197,7.0,119,2.81,2.64,2.21,0.21,102,1,8.9,8.9,7.0
Hyderabad,HITEC City,11960,62535,7.7,212,2.45,2.07,1.78,0.72,98,1,8.4,8.7,5.6
Bengaluru,HSR Layout,8663,53710,9.1,216,1.4,1.65,1.93,0.63,85,1,9.1,8.0,8.0
Mumbai,Kandivali West,9016,57178,6.6,67,2.47,1.46,1.92,1.06,89,1,9.2,7.8,6.3
Delhi NCR,South Delhi,8061,24539,7.3,82,2.65,2.99,1.03,0.89,106,1,8.2,8.6,6.4
Chennai,Porur,6422,45526,6.6,191,2.15,3.46,2.42,0.97,79,1,7.3,7.5,5.6
Chennai,Anna Nagar,10000,43183,6.5,64,2.58,3.15,2.42,0.63,105,1,9.1,7.1,9.1
Pune,Hadapsar,11533,50001,8.5,184,1.17,1.24,3.0,0.53,90,1,8.8,8.4,5.5
Bengaluru,Electronic City,18138,46302,6.7,72,1.33,1.06,1.27,0.98,70,1,6.0,6.3,6.7
Chennai,Anna Nagar,17178,61469,9.2,159,1.1,3.09,1.97,0.76,75,1,7.5,7.4,7.1
Hyderabad,Kondapur,16422,54289,8.3,212,1.57,2.49,2.81,1.13,114,1,8.2,8.2,7.4
Pune,Baner,19711,48453,8.7,212,2.26,3.37,2.55,0.56,113,1,7.3,9.3,6.2
Pune,Aundh,6948,18570,8.3,209,1.39,2.59,1.92,0.38,71,1,6.1,8.0,7.3
Chennai,Velachery,17167,22529,8.6,178,1.43,2.13,1.53,0.89,97,1,7.9,7.7,7.1
Pune,Baner,14496,43520,6.6,95,1.2,2.85,0.56,0.79,79,1,6.1,7.5,5.8
Hyderabad,Miyapur,12082,64223,8.3,66,2.25,3.44,2.15,0.58,82,1,7.0,8.8,9.5
Hyderabad,Banjara Hills,6757,34848,8.0,178,2.55,3.35,2.39,0.33,119,1,6.2,9.4,8.8
Mumbai,Powai,10089,52314,8.7,130,1.53,1.57,1.57,0.47,69,1,6.3,7.5,7.6
Pune,Pimple Saudagar,19619,43159,7.3,115,1.39,1.52,2.0,0.42,115,1,6.5,6.9,6.9
Pune,Kothrud,7648,62825,8.7,141,1.86,3.16,0.72,0.28,61,1,8.9,8.5,8.0
Chennai,Porur,18273,52057,7.5,211,2.56,1.68,1.62,0.28,114,1,9.4,7.4,8.4
Pune,Kharadi,13917,45413,8.4,77,2.67,2.94,2.63,0.51,114,1,8.9,9.5,9.1
Hyderabad,Secunderabad,17494,57892,7.5,135,2.21,3.1,1.28,1.06,77,1,6.4,8.4,7.2
Chennai,Guindy,7432,45500,9.3,193,2.42,2.45,1.62,0.84,63,1,9.4,9.3,8.5
Bengaluru,Marathahalli,8762,19445,8.9,112,1.7,1.55,0.79,1.03,81,1,8.1,8.0,7.7
Chennai,Sholinganallur,15745,43805,6.5,197,1.92,1.22,1.8,1.05,64,1,6.6,8.4,6.4
Chennai,Porur,16501,64675,6.5,209,2.88,2.56,1.92,0.25,111,1,8.6,6.5,7.3
Pune,Hinjewadi,8629,56215,9.2,168,3.36,2.52,2.8,0.99,72,1,7.6,7.6,8.5
Mumbai,Borivali West,6221,27104,8.3,72,2.92,1.99,2.53,0.37,80,1,8.7,6.2,8.1
Bengaluru,Yelahanka,5642,47896,7.4,167,2.25,1.13,0.39,0.75,111,1,9.2,9.5,8.7
Bengaluru,Indiranagar,9291,43864,6.8,199,2.81,1.28,1.94,0.48,71,1,7.3,8.8,7.1
Bengaluru,HSR Layout,13350,40800,6.3,144,3.09,3.32,1.29,0.52,104,1,8.9,7.8,8.6
Bengaluru,Electronic City,15878,41383,5.6,174,1.73,1.1,2.02,0.8,65,1,8.4,7.1,8.9
Pune,Wakad,12911,50323,6.9,102,1.85,2.14,2.13,0.74,95,1,8.2,9.5,6.7
Bengaluru,BTM Layout,19507,32330,8.9,107,3.09,3.34,0.8,0.57,63,1,6.7,6.6,6.5
Hyderabad,Manikonda,15090,28988,7.3,93,1.47,1.01,0.46,1.1,79,1,8.6,8.0,9.1
Pune,Wakad,15669,37738,5.7,74,2.16,3.16,0.97,0.92,82,1,9.1,9.1,9.1
Delhi NCR,Saket,9172,44177,6.2,181,2.51,3.16,2.52,0.37,92,1,6.4,8.4,9.3
Chennai,Tambaram,6474,43901,8.0,180,1.98,1.89,0.42,0.42,82,1,8.3,9.3,8.8
Chennai,Guindy,15378,60946,7.1,197,1.82,1.03,2.53,1.0,64,1,6.3,6.3,6.9
Bengaluru,Marathahalli,9432,29460,5.8,61,2.85,1.08,2.08,0.73,71,1,9.1,8.8,8.5
Pune,Hadapsar,14423,21961,8.7,162,3.42,2.08,1.24,0.25,111,1,6.1,7.8,6.4
Pune,Hinjewadi,9404,47432,7.8,208,2.86,1.19,2.72,0.99,106,1,6.2,8.0,6.1
Chennai,OMR,10091,18589,9.2,169,1.46,1.35,1.86,0.96,72,1,7.6,7.1,9.2
Chennai,Porur,18769,18406,7.6,85,3.34,1.78,0.97,0.85,109,1,9.4,8.0,8.4
Pune,Aundh,18343,61894,7.5,122,3.35,2.65,0.51,0.55,95,1,8.4,9.3,5.7
Pune,Hinjewadi,17090,55952,7.3,200,2.33,2.34,1.05,0.42,63,1,7.9,6.1,9.1
Hyderabad,Secunderabad,14999,23313,7.7,195,2.26,2.83,2.89,0.42,67,1,6.2,7.6,7.0
Pune,Pimple Saudagar,12619,37229,8.5,205,1.11,2.95,1.38,0.64,104,1,8.3,6.0,9.3
Pune,Kothrud,8664,45542,7.5,165,3.11,2.21,1.69,0.51,79,1,6.8,9.1,7.7
Mumbai,Andheri East,12763,31699,6.8,140,2.82,1.86,2.11,1.01,81,1,6.5,7.3,8.0
Pune,Nigdi,11134,31704,7.9,146,2.15,2.08,1.12,0.4,69,1,8.2,6.8,6.7
Chennai,Sholinganallur,8471,52785,6.2,171,2.11,2.99,2.26,0.89,89,1,6.4,6.1,8.1
Hyderabad,HITEC City,15493,28338,6.4,144,3.09,3.44,0.67,0.43,61,1,9.2,7.5,5.7
Bengaluru,Whitefield,11374,26378,7.8,65,2.95,1.78,0.97,0.9,119,1,7.4,9.4,7.7
Bengaluru,BTM Layout,7402,30205,6.3,183,2.07,3.08,2.48,0.42,115,1,6.9,6.3,5.9
Hyderabad,Jubilee Hills,15576,49918,9.0,217,1.7,1.83,2.09,1.07,96,1,8.5,7.7,8.3
Hyderabad,Kondapur,18248,39097,6.3,86,3.28,2.37,2.28,0.55,61,1,7.4,8.4,5.7
Hyderabad,Kondapur,10066,61041,6.3,121,3.44,1.86,1.21,0.51,68,1,6.8,7.4,6.5
Delhi NCR,Dwarka Sec 12,6532,35695,8.8,141,1.11,2.64,1.74,0.28,63,1,6.9,6.3,9.5
Mumbai,Malad West,10175,19170,6.2,218,2.65,2.44,2.64,0.49,112,1,8.7,7.5,7.3
Mumbai,Goregaon East,11483,34527,8.1,218,2.72,3.06,1.8,0.98,85,1,7.8,6.9,7.4
Bengaluru,Whitefield,10154,46635,8.6,189,2.51,2.28,0.46,0.49,109,1,8.4,9.0,6.8
Mumbai,Andheri East,7729,21009,8.6,189,2.44,2.07,1.04,0.97,69,1,8.4,6.8,8.0
Delhi NCR,Saket,14245,47092,8.1,81,1.31,2.75,0.61,1.2,91,1,7.7,9.3,6.8
Hyderabad,Secunderabad,17988,43097,5.8,79,2.21,2.94,2.12,0.92,113,1,7.0,8.3,9.4
Pune,Viman Nagar,7672,63926,7.5,197,2.37,3.1,0.64,1.0,117,1,7.4,6.5,8.4
Hyderabad,Jubilee Hills,16378,29087,9.5,155,2.69,2.7,2.85,0.5,91,1,8.6,6.3,9.2
Pune,Kharadi,11374,23581,7.3,199,1.81,2.66,1.8,0.54,91,1,8.8,9.2,7.3
Hyderabad,HITEC City,13440,61116,9.1,146,2.82,2.95,0.62,0.2,90,1,7.1,7.9,6.1
Chennai,T Nagar,18587,18935,9.1,94,3.25,2.38,2.49,0.58,61,1,8.1,7.4,6.5
Delhi NCR,Dwarka Sec 12,19666,25754,8.8,113,2.11,2.33,2.66,1.2,105,1,7.6,7.1,7.4
Delhi NCR,Noida Sec 62,18493,46572,8.9,67,1.79,1.33,2.01,0.33,86,1,6.4,8.0,6.5
Hyderabad,Kondapur,9585,58722,8.4,200,2.68,2.92,1.13,0.69,104,1,9.0,6.7,6.0
Mumbai,Kandivali West,9323,41154,7.4,102,1.69,2.93,2.06,1.03,110,1,8.0,7.9,6.4
Mumbai,Kandivali West,18198,33882,5.7,78,2.72,1.63,1.13,0.81,60,1,9.4,7.9,6.0
Bengaluru,HSR Layout,17080,60904,8.3,161,2.39,1.9,2.76,0.22,83,1,9.2,9.4,8.8
Chennai,Sholinganallur,15855,33989,8.0,108,2.69,1.77,1.3,0.75,104,1,6.4,8.0,9.4
Mumbai,Bandra East,14769,50284,6.9,73,1.4,2.65,2.99,0.65,89,1,9.3,9.1,7.3
Delhi NCR,Gurgaon DLF Phase 3,16357,48254,8.0,123,3.03,3.35,2.05,1.15,100,1,6.6,6.9,7.6
Mumbai,Borivali West,11606,63875,6.7,63,2.84,1.52,0.46,0.75,89,1,7.3,6.3,6.0
Bengaluru,Yelahanka,19757,26947,5.8,86,2.48,1.37,0.76,1.08,94,1,6.5,7.5,7.9
Delhi NCR,Greater Noida,9899,23037,8.5,98,2.26,1.5,1.15,0.99,71,1,8.9,8.7,6.6
Pune,Hinjewadi,16122,28073,9.4,193,2.81,1.1,1.39,0.72,90,1,9.5,6.0,9.1
Mumbai,Navi Mumbai Vashi,15239,25797,8.0,196,3.18,1.03,0.91,0.77,112,1,7.5,8.3,7.0
Chennai,Velachery,7806,44347,8.5,167,1.12,3.05,2.53,0.79,108,1,7.8,6.2,6.4
Chennai,Perungudi,8596,45832,5.6,203,3.17,1.41,1.42,0.21,108,1,8.0,6.6,5.7
Pune,Nigdi,8624,59439,8.8,98,1.93,2.56,0.33,0.34,69,1,6.7,7.4,5.7
Chennai,Adyar,8638,27095,6.6,181,1.36,2.26,0.47,0.27,82,1,7.8,9.5,6.3
Chennai,Porur,6516,24470,5.9,161,3.06,3.26,1.72,0.65,69,1,9.3,8.9,6.7
Delhi NCR,Noida Sec 18,19847,50088,6.0,213,2.89,2.7,0.75,0.26,65,1,8.4,9.3,6.1
Pune,Baner,17207,56328,5.7,115,2.03,2.22,1.42,0.22,92,1,6.1,9.5,5.7
Mumbai,Goregaon East,15233,32287,9.4,153,2.23,1.42,0.44,0.82,77,1,8.4,7.9,7.4
Hyderabad,HITEC City,16874,52552,8.1,206,3.48,1.6,2.66,1.03,103,1,7.7,8.2,8.5
Chennai,T Nagar,13107,58437,6.3,135,2.83,2.05,1.86,1.03,118,1,6.2,6.6,9.3
Bengaluru,Indiranagar,5626,23602,7.3,97,2.01,2.3,2.99,0.34,107,1,8.7,9.5,5.5
Chennai,Porur,8341,46756,9.5,124,1.89,1.76,2.27,0.9,91,1,7.3,8.1,7.8
Delhi NCR,Rohini Sec 15,18100,49334,7.7,104,1.56,1.17,2.53,0.45,66,1,8.7,8.0,6.5
Delhi NCR,Rohini Sec 15,7656,34184,8.7,149,2.28,1.33,1.49,0.52,113,1,7.5,8.1,7.6
Delhi NCR,South Delhi,15213,26488,7.5,97,1.23,1.8,0.58,0.33,112,1,7.7,6.3,8.0
Delhi NCR,Dwarka Sec 12,12536,57255,7.6,60,1.49,1.06,2.63,0.78,84,1,7.1,8.2,8.7
Delhi NCR,Saket,11118,45464,7.8,206,1.41,1.45,2.43,0.58,84,1,7.9,8.1,7.2
Delhi NCR,Greater Noida,6501,61000,6.4,147,2.0,3.03,0.34,0.85,68,1,7.1,7.0,6.6
Bengaluru,Hebbal,13487,48966,8.2,138,2.66,2.7,2.82,1.2,69,1,6.7,6.5,8.1
Chennai,Sholinganallur,18777,56498,9.1,101,3.15,2.25,2.12,0.44,115,1,6.1,7.8,8.2
Hyderabad,Kukatpally,15330,31798,5.8,216,1.76,2.95,2.37,0.89,109,1,7.1,6.2,6.2
Delhi NCR,South Delhi,16610,18731,6.3,129,1.92,1.37,0.86,0.51,64,1,6.8,7.4,6.6
Chennai,Guindy,8932,53139,8.7,94,3.12,1.46,2.88,0.58,78,1,8.8,9.2,6.6
Bengaluru,BTM Layout,9293,27947,7.9,142,3.19,1.76,2.62,1.06,93,1,7.0,9.2,5.9
Chennai,Sholinganallur,6962,33511,6.4,186,1.3,1.78,2.47,1.06,73,1,7.6,6.3,8.2
Chennai,Guindy,11822,60771,6.7,118,3.01,3.47,1.91,0.28,113,1,6.9,9.1,6.2
Bengaluru,Whitefield,7254,18463,8.9,146,1.42,3.09,1.78,0.39,95,1,8.0,7.1,7.4
Pune,Wakad,5871,56333,7.1,73,2.68,2.74,1.28,1.08,83,1,6.5,8.1,6.7
Mumbai,Borivali West,11914,55425,8.0,67,2.74,2.57,2.63,0.33,99,1,7.4,6.5,5.5
Delhi NCR,Noida Sec 62,14237,64525,6.5,137,1.86,2.3,1.49,1.08,90,1,6.4,7.5,5.8
Bengaluru,Marathahalli,19168,33960,7.9,152,2.17,2.03,2.51,1.1,109,1,8.3,7.5,7.3
Mumbai,Malad West,9725,49875,7.6,153,2.49,3.49,1.48,1.12,75,1,7.3,8.0,7.4
Mumbai,Bandra East,11453,42426,9.2,123,1.7,3.06,2.33,0.93,92,1,8.5,9.3,7.2
Hyderabad,Miyapur,15864,21153,5.8,118,2.55,2.8,0.6,0.24,65,1,6.4,6.8,8.5
Delhi NCR,Faridabad,18829,53509,6.9,98,3.04,3.19,2.39,0.87,89,1,8.7,7.6,9.5
Mumbai,Kandivali West,13442,47991,6.6,127,3.48,3.14,0.56,0.91,73,1,9.0,7.1,9.3
Bengaluru,Marathahalli,8699,45155,8.8,131,1.77,1.6,0.93,0.27,78,1,7.5,6.2,6.4
Chennai,Anna Nagar,18246,62243,8.7,101,1.27,3.38,0.46,0.5,76,1,7.1,8.4,8.9
Chennai,Adyar,7410,42466,6.8,94,2.9,1.11,2.63,0.32,60,1,9.3,6.9,8.9
Hyderabad,Jubilee Hills,19491,41065,7.5,124,3.09,2.26,0.34,1.0,66,1,6.7,7.0,6.7
Chennai,Tambaram,10825,31327,6.1,206,2.75,1.49,1.51,1.03,81,1,8.6,8.3,6.1
Pune,Nigdi,14913,48930,7.0,104,1.46,3.38,0.87,0.46,86,1,7.2,6.2,6.2
Bengaluru,Hebbal,8640,58764,7.5,181,1.27,3.45,1.33,0.98,85,1,8.7,8.2,8.0
Delhi NCR,Ghaziabad,8228,41110,9.0,91,2.74,3.31,2.51,0.76,111,1,8.2,7.2,6.1
Mumbai,Thane West,18704,25099,6.0,133,3.42,2.64,1.82,1.13,75,1,8.4,7.3,8.8
Delhi NCR,Noida Sec 18,6965,39118,5.9,72,1.86,2.71,0.37,0.89,92,1,9.0,8.5,6.9
Pune,Hadapsar,9636,34727,6.1,179,2.36,1.58,2.59,0.6,119,1,6.4,7.1,9.2
Pune,Baner,7915,43693,6.3,144,2.37,3.21,1.8,0.73,77,1,8.6,7.1,7.9
Delhi NCR,Ghaziabad,8585,50924,6.9,141,2.26,2.46,1.86,0.25,72,1,6.9,7.6,6.4
Bengaluru,Rajajinagar,19759,32873,7.2,213,1.65,2.56,2.54,0.39,92,1,9.2,8.0,8.5
Delhi NCR,Faridabad,16570,56762,8.7,213,1.91,2.98,2.84,0.82,105,1,7.9,6.1,8.5
Delhi NCR,Noida Sec 62,12933,47813,8.2,216,2.16,2.55,1.6,0.86,73,1,7.9,6.7,6.7
Mumbai,Bandra East,5800,35107,6.4,127,2.79,3.39,1.45,0.68,71,1,9.4,7.9,8.0
Chennai,Velachery,16487,44905,7.5,107,1.0,1.1,2.94,0.44,82,1,7.4,6.5,8.5
Hyderabad,Kondapur,18994,33627,8.3,159,2.05,1.77,2.83,0.72,72,1,9.1,6.4,6.8
Bengaluru,Marathahalli,19545,33732,7.1,130,2.39,2.46,0.86,1.05,96,1,8.7,9.0,6.2
Bengaluru,Rajajinagar,6034,44292,7.6,74,1.35,1.72,1.7,0.95,116,1,8.0,9.0,8.2
Bengaluru,HSR Layout,17289,42054,8.4,199,1.48,1.23,1.74,1.02,76,1,6.4,7.1,7.6
Hyderabad,Kukatpally,10111,64476,8.3,144,2.54,3.42,2.26,1.12,76,1,8.5,6.6,6.8
Bengaluru,Hebbal,16634,57563,7.5,67,1.7,1.34,2.27,1.01,107,1,6.7,6.3,7.2
Chennai,Anna Nagar,19565,41508,8.7,109,1.17,3.23,1.35,0.49,85,1,8.6,6.1,7.4
Hyderabad,Secunderabad,15161,59337,5.7,110,2.85,2.21,0.53,1.17,115,1,6.6,7.0,7.3
Delhi NCR,Noida Sec 18,13619,20779,5.9,155,3.11,1.29,0.99,1.03,101,1,6.2,8.0,6.0
Mumbai,Bandra East,13871,59302,6.0,123,2.37,3.36,0.98,0.3,96,1,6.1,7.6,7.8
Chennai,Velachery,16361,58701,6.8,184,3.21,1.58,1.39,1.19,61,1,9.4,9.0,7.9
Delhi NCR,Dwarka Sec 12,16805,29154,8.2,153,2.21,2.89,1.06,0.52,83,1,7.5,6.4,6.2
Pune,Nigdi,11033,45829,6.5,88,1.55,2.29,0.58,0.95,61,1,6.1,9.4,7.0
Chennai,Velachery,10592,24022,9.2,147,1.86,1.09,2.31,1.0,74,1,9.1,8.3,9.1
Pune,Pimple Saudagar,11312,49085,6.7,165,2.19,2.67,1.39,0.5,74,1,6.6,8.6,7.4
Bengaluru,Rajajinagar,16696,38900,9.5,144,2.17,1.37,2.96,0.41,82,1,9.3,7.2,9.4
Pune,Nigdi,13575,48297,8.8,156,1.22,2.35,2.77,0.59,115,1,6.4,9.4,6.2
Mumbai,Kandivali West,8137,25242,9.3,127,2.57,1.54,1.99,1.12,110,1,6.7,8.8,8.5
Pune,Wakad,9777,38786,6.3,63,3.3,1.12,1.21,0.61,93,1,8.8,7.5,9.0
Mumbai,Powai,11129,45710,8.1,164,2.48,2.22,0.66,0.44,87,1,6.8,6.2,6.7
Mumbai,Andheri East,12834,20911,6.9,171,3.38,3.16,1.86,0.87,85,1,8.1,8.3,7.2
Delhi NCR,Ghaziabad,6335,36646,5.5,185,1.1,1.92,2.94,0.62,93,1,9.0,7.6,6.9
Delhi NCR,Dwarka Sec 12,18747,55341,7.0,172,1.21,3.16,1.6,0.27,114,1,6.1,8.5,9.0
Mumbai,Malad West,8817,62980,5.7,210,3.43,2.28,1.09,0.67,72,1,8.3,8.2,6.2
Hyderabad,Miyapur,19279,33155,9.4,103,1.57,1.42,1.2,1.14,64,1,6.0,7.6,6.8
Pune,Nigdi,12037,31833,8.3,187,1.13,1.24,2.25,0.48,80,1,8.7,6.3,5.7
Mumbai,Bandra East,9145,53294,7.2,99,2.07,1.07,2.42,0.21,73,1,8.1,8.0,8.7
Hyderabad,Secunderabad,17029,34645,9.1,130,1.84,2.54,2.8,1.16,82,1,6.2,7.9,9.1
Pune,Kharadi,7312,64609,6.8,116,1.7,2.01,3.0,0.25,80,1,7.4,7.6,8.4
Pune,Hadapsar,9576,32390,5.8,168,3.17,2.18,2.22,0.59,112,1,8.0,9.2,5.5
Mumbai,Powai,11854,26695,5.9,101,3.4,2.34,0.34,0.46,95,1,8.6,6.7,9.0
Chennai,T Nagar,14796,23670,7.1,191,3.44,3.13,1.65,0.8,68,1,7.0,6.4,6.7
Mumbai,Bandra East,6222,64289,7.0,147,3.04,1.03,2.72,0.23,68,1,8.7,7.7,8.7
Chennai,Adyar,19176,54160,6.3,168,2.26,1.65,0.32,0.85,119,1,7.8,9.0,5.8
Hyderabad,HITEC City,6178,48640,7.8,131,2.46,2.8,1.3,0.29,97,1,6.9,8.0,8.4
Bengaluru,Electronic City,10189,56285,6.9,63,3.09,1.81,2.7,0.36,73,1,8.4,7.0,8.4
Chennai,T Nagar,9663,42014,7.0,60,2.87,1.12,2.86,0.91,101,1,7.1,9.4,7.1
Mumbai,Kandivali West,7564,56083,7.1,100,2.79,2.52,0.54,0.88,65,1,7.7,9.5,6.6
Mumbai,Borivali West,13357,29620,7.3,62,1.33,3.38,0.5,0.4,107,1,6.8,6.9,9.0
Mumbai,Malad West,12243,55939,6.4,128,2.81,1.02,1.67,0.34,97,1,9.4,9.3,8.7
Delhi NCR,Rohini Sec 15,14883,51455,6.8,115,2.26,2.94,2.62,1.04,86,1,8.3,6.6,6.4
Delhi NCR,Ghaziabad,8317,21832,8.6,125,1.82,2.73,2.37,0.5,114,1,9.0,8.9,9.4
Pune,Kothrud,17378,29814,5.7,116,2.66,2.52,2.77,0.36,99,1,7.5,8.0,5.5
Pune,Nigdi,14214,28109,9.1,197,2.58,2.3,0.44,0.43,66,1,7.0,9.3,6.0
Hyderabad,Begumpet,8285,40449,7.3,199,1.33,3.32,2.64,0.91,86,1,8.2,7.1,9.1
Hyderabad,Begumpet,8906,27979,5.7,131,2.44,2.62,1.54,0.73,98,1,8.9,6.3,9.0
Bengaluru,Rajajinagar,19402,55545,7.2,103,2.99,1.41,0.58,0.35,87,1,7.8,8.3,6.6
Pune,Aundh,18903,32516,6.0,207,2.57,1.19,0.6,0.25,66,1,6.5,6.9,7.0
Hyderabad,HITEC City,9136,50991,8.3,154,2.43,3.33,2.62,0.37,98,1,9.5,6.9,6.6
Hyderabad,Gachibowli,7393,31753,5.8,80,2.02,1.87,0.36,0.29,106,1,8.3,8.3,6.0
Hyderabad,Kukatpally,8444,57978,7.3,110,1.24,1.16,1.9,1.03,68,1,7.5,7.6,9.2
Mumbai,Andheri West,6001,44708,5.8,129,3.28,3.45,2.09,1.02,80,1,8.3,8.5,6.6
Pune,Hinjewadi,9227,64500,6.1,106,3.23,2.12,1.54,0.28,113,1,8.6,7.8,7.8
Chennai,Sholinganallur,19718,22551,6.5,176,2.68,1.83,0.99,0.83,80,1,8.7,6.2,8.9
Mumbai,Bandra East,6104,56553,8.5,139,3.17,1.47,1.38,1.15,100,1,8.9,6.1,5.7
Chennai,Porur,15964,39576,6.6,150,1.69,1.07,2.29,0.83,87,1,8.5,8.4,9.1
Mumbai,Thane West,5782,19081,6.0,84,2.9,2.55,0.51,0.71,84,1,6.4,8.8,7.8
Chennai,Porur,15293,43401,8.3,146,3.02,2.68,1.64,1.15,79,1,8.2,7.1,9.3
Hyderabad,Begumpet,13438,22141,8.6,104,3.29,1.53,0.69,0.96,87,1,6.8,6.7,8.5
Bengaluru,Marathahalli,18699,19294,8.2,70,3.08,2.23,2.76,1.13,72,1,9.4,7.0,6.7
Mumbai,Andheri West,18850,46930,6.5,108,3.24,1.26,2.07,1.11,66,1,6.8,7.9,8.2
Hyderabad,Gachibowli,8759,56967,5.8,89,1.23,1.36,0.58,0.62,60,1,6.4,7.5,7.3
Pune,Kothrud,19167,56563,5.8,205,2.34,2.69,2.14,0.83,98,1,6.4,6.6,7.2
Hyderabad,Kondapur,10692,57390,9.5,160,1.46,1.02,1.56,0.89,117,1,8.4,6.9,8.7
Bengaluru,Hebbal,15950,64202,9.1,203,2.12,2.22,0.89,0.28,64,1,8.7,9.3,9.3
Delhi NCR,Rohini Sec 15,18600,38104,8.0,159,3.19,1.68,0.31,0.36,84,1,6.9,8.5,5.6
Pune,Kothrud,15821,63809,6.1,134,2.63,2.01,1.91,0.31,104,1,8.0,9.2,6.2
Delhi NCR,Ghaziabad,12641,33043,7.2,156,3.41,3.29,1.66,1.0,113,1,9.5,7.2,5.7
Delhi NCR,Gurgaon DLF Phase 3,6041,52929,6.6,190,1.51,1.65,0.55,0.6,62,1,8.2,7.5,6.2
